	Addendum J for CY2025 ranks to determine primary assignment of comprehensive HCPCS codes									
49324	Lap insert tunnel ip cath	J1	5361	"5,714.17"	"7,283"	"6,424"	"4,166.45"	"1,140"	 	
49325	Lap revision perm ip cath	J1	5361	"5,714.17"	"1,339"	"1,255"	"3,809.30"	"1,141"	 	
60281	Remove thyroid duct lesion	J1	5361	"5,714.17"	2	2	"3,471.84"	"1,142"	 	
58671	Laparoscopy tubal block	J1	5361	"5,714.17"	37	28	"3,317.97"	"1,143"	 	
60699	Unlisted px endocrine system	J1	5361	"5,714.17"	290	216	"3,305.87"	"1,144"	 	
43289	Unlisted laps px esoph	J1	5361	"5,714.17"	71	33	"3,171.13"	"1,145"	 	
0644T	Tcat rmvl/dblk icar mas perq	J1	5192	"5,554.11"	10	8	"23,805.20"	"1,146"	 	
37224	Fem/popl revas w/tla	J1	5192	"5,554.11"	"10,883"	"6,207"	"8,584.10"	"1,147"	 	
37246	Trluml balo angiop 1st art	J1	5192	"5,554.11"	"1,522"	967	"8,148.59"	"1,148"	 	
0339T	Trnscth renal symp denrv bil	J1	5192	"5,554.11"	9	7	"7,663.19"	"1,149"	 	
92986	Revision of aortic valve	J1	5192	"5,554.11"	358	113	"7,491.51"	"1,150"	 	
37220	Iliac revasc	J1	5192	"5,554.11"	"2,555"	720	"7,447.93"	"1,151"	 	
92920	Prq cardiac angioplast 1 art	J1	5192	"5,554.11"	"8,777"	925	"7,400.96"	"1,152"	 	
37183	Revision tips	J1	5192	"5,554.11"	353	305	"6,913.17"	"1,153"	 	
36904	Thrmbc/nfs dialysis circuit	J1	5192	"5,554.11"	747	558	"6,677.88"	"1,154"	 	
37248	Trluml balo angiop 1st vein	J1	5192	"5,554.11"	"2,897"	820	"6,558.99"	"1,155"	 	
0913T	Prq tcat ther rx ntrac balo1	J1	5192	"5,554.11"	0	0	"5,554.11"	"1,156"	 	
36902	Intro cath dialysis circuit	J1	5192	"5,554.11"	"29,870"	"28,430"	"4,841.11"	"1,157"	 	
0338T	Trnscth renal symp denrv unl	J1	5192	"5,554.11"	1	1	"3,929.99"	"1,158"	 	
44402	Colonoscopy w/stent plcmt	J1	5331	"5,517.96"	2	2	"10,454.81"	"1,159"	 	
44370	Small bowel endoscopy/stent	J1	5331	"5,517.96"	14	8	"8,351.69"	"1,160"	 	
43497	Transorl lwr esophgl myotomy	J1	5331	"5,517.96"	976	744	"7,327.13"	"1,161"	 	
0184T	Exc rectal tumor endoscopic	J1	5331	"5,517.96"	194	185	"6,740.17"	"1,162"	 	
45389	Colonoscopy w/stent plcmt	J1	5331	"5,517.96"	74	71	"6,401.88"	"1,163"	 	
43266	Egd endoscopic stent place	J1	5331	"5,517.96"	"2,155"	"1,688"	"6,392.35"	"1,164"	 	
43212	Esophagoscop stent placement	J1	5331	"5,517.96"	160	130	"6,384.66"	"1,165"	 	
43240	Egd w/transmural drain cyst	J1	5331	"5,517.96"	269	170	"6,284.33"	"1,166"	 	
45347	Sigmoidoscopy w/plcmt stent	J1	5331	"5,517.96"	67	64	"5,790.85"	"1,167"	 	
43265	Ercp lithotripsy calculi	J1	5331	"5,517.96"	986	72	"5,721.38"	"1,168"	 	
0884T	Esphgsc flx 1st tndsc dilat	J1	5331	"5,517.96"	0	0	"5,517.96"	"1,169"	 	
0885T	Colsc flx 1st tndsc dilat	J1	5331	"5,517.96"	0	0	"5,517.96"	"1,170"	 	
0886T	Sgmdsc flx 1st tndsc dilat	J1	5331	"5,517.96"	0	0	"5,517.96"	"1,171"	 	
45327	Proctosigmoidoscopy w/stent	J1	5331	"5,517.96"	0	0	"5,517.96"	"1,172"	 	
46762	Implant artificial sphincter	J1	5331	"5,517.96"	0	0	"5,517.96"	"1,173"	YES	
43274	Ercp duct stent placement	J1	5331	"5,517.96"	"9,769"	"1,918"	"5,054.99"	"1,174"	 	
43276	Ercp stent exchange w/dilate	J1	5331	"5,517.96"	"9,551"	"2,028"	"4,557.69"	"1,175"	 	
44379	S bowel endoscope w/stent	J1	5331	"5,517.96"	2	1	"3,254.66"	"1,176"	 	
35286	Rpr blvsl grf oth/th vn lxtr	J1	5184	"5,328.76"	10	6	"11,734.61"	"1,177"	 	
36260	Insertion of infusion pump	J1	5184	"5,328.76"	3	2	"10,710.36"	"1,178"	 	
35256	Repair blvsl vn grf lxtr	J1	5184	"5,328.76"	1	1	"9,788.93"	"1,179"	 	
35881	Revise graft w/vein	J1	5184	"5,328.76"	8	7	"9,102.94"	"1,180"	 	
0744T	Insj bioprostc vlv fem vn	J1	5184	"5,328.76"	3	3	"8,712.26"	"1,181"	 	
35883	Revj fem anast nonautog grf	J1	5184	"5,328.76"	9	8	"8,581.74"	"1,182"	 	
35188	Rpr acq av fistula head&neck	J1	5184	"5,328.76"	1	1	"8,163.04"	"1,183"	 	
34203	Removal of leg artery clot	J1	5184	"5,328.76"	13	3	"8,003.81"	"1,184"	 	
37211	Thrombolytic art therapy	J1	5184	"5,328.76"	173	15	"7,948.56"	"1,185"	 	
35884	Revj fem anast autog vn grf	J1	5184	"5,328.76"	1	1	"7,724.05"	"1,186"	 	
35879	Revise graft w/vein	J1	5184	"5,328.76"	19	13	"7,686.07"	"1,187"	 	
34201	Removal of artery clot	J1	5184	"5,328.76"	69	28	"7,321.22"	"1,188"	 	
35876	Removal of clot in graft	J1	5184	"5,328.76"	20	11	"7,318.66"	"1,189"	 	
36861	Cannula declotting	J1	5184	"5,328.76"	31	24	"7,019.28"	"1,190"	 	
36833	Av fistula revision	J1	5184	"5,328.76"	"1,664"	"1,425"	"6,549.13"	"1,191"	 	
36830	Artery-vein nonautograft	J1	5184	"5,328.76"	"8,279"	"7,501"	"6,532.65"	"1,192"	 	
35236	Repair blvsl vn grf uxtr	J1	5184	"5,328.76"	47	13	"5,816.30"	"1,193"	 	
34101	Removal of artery clot	J1	5184	"5,328.76"	62	34	"5,810.39"	"1,194"	 	
36831	Open thrombect av fistula	J1	5184	"5,328.76"	"1,097"	814	"5,614.23"	"1,195"	 	
35875	Removal of clot in graft	J1	5184	"5,328.76"	41	26	"5,590.28"	"1,196"	 	
36825	Artery-vein autograft	J1	5184	"5,328.76"	"1,030"	970	"5,555.12"	"1,197"	 	
37200	Transcatheter biopsy	J1	5184	"5,328.76"	"1,858"	"1,784"	"5,517.60"	"1,198"	 	
36838	Dist revas ligation hemo	J1	5184	"5,328.76"	228	179	"5,499.36"	"1,199"	 	
36800	Insertion of cannula	J1	5184	"5,328.76"	14	9	"5,383.68"	"1,200"	 	
34520	Cross-over vein graft	J1	5184	"5,328.76"	2	0	"5,328.76"	"1,201"	 	
34501	Repair valve femoral vein	J1	5184	"5,328.76"	0	0	"5,328.76"	"1,202"	 	
36557	Insert tunneled cv cath	J1	5184	"5,328.76"	12	10	"5,264.69"	"1,203"	 	
35321	Rechanneling of artery	J1	5184	"5,328.76"	43	7	"5,055.21"	"1,204"	 	
36819	Av fuse uppr arm basilic	J1	5184	"5,328.76"	"3,073"	"2,869"	"4,968.60"	"1,205"	 	
36832	Av fistula revision open	J1	5184	"5,328.76"	"9,210"	"8,058"	"4,926.14"	"1,206"	 	
35190	Repair acq av fistula xtr	J1	5184	"5,328.76"	98	72	"4,860.84"	"1,207"	 	
36566	Insert tunneled cv cath	J1	5184	"5,328.76"	71	62	"4,858.24"	"1,208"	 	
35266	Rpr blvsl grf oth/th vn uxtr	J1	5184	"5,328.76"	30	12	"4,845.12"	"1,209"	 	
35011	Repair defect of artery	J1	5184	"5,328.76"	169	110	"4,821.15"	"1,210"	 	
37191	Ins endovas vena cava filtr	J1	5184	"5,328.76"	"2,055"	"1,899"	"4,540.82"	"1,211"	 	
36482	Endoven ther chem adhes 1st	J1	5184	"5,328.76"	"1,991"	"1,833"	"4,477.86"	"1,212"	 	
35201	Repair blood vessel dir neck	J1	5184	"5,328.76"	13	8	"4,424.16"	"1,213"	 	
36820	Av fusion/forearm vein	J1	5184	"5,328.76"	345	320	"4,338.59"	"1,214"	 	
35045	Repair defect of arm artery	J1	5184	"5,328.76"	185	158	"4,301.37"	"1,215"	 	
36818	Av fuse uppr arm cephalic	J1	5184	"5,328.76"	"1,846"	"1,732"	"4,219.00"	"1,216"	 	
36563	Insert tunneled cv cath	J1	5184	"5,328.76"	48	37	"4,148.90"	"1,217"	 	
34111	Removal of arm artery clot	J1	5184	"5,328.76"	24	10	"4,134.23"	"1,218"	 	
36815	Insertion of cannula	J1	5184	"5,328.76"	28	23	"3,877.33"	"1,219"	 	
34510	Transposition of vein valve	J1	5184	"5,328.76"	12	12	"3,664.32"	"1,220"	 	
49419	Insert tun ip cath w/port	J1	5184	"5,328.76"	24	23	"3,616.29"	"1,221"	 	
36583	Replace tunneled cv cath	J1	5184	"5,328.76"	10	10	"3,464.62"	"1,222"	 	
37500	Endoscopy ligate perf veins	J1	5184	"5,328.76"	8	1	"2,536.49"	"1,223"	 	
37619	Ligation of inf vena cava	J1	5184	"5,328.76"	2	1	"2,088.60"	"1,224"	 	
31647	Bronchial valve init insert	J1	5155	"5,159.60"	92	60	"11,674.09"	"1,225"	 	
31298	Nsl/sins ndsc surg frnt&sphn	J1	5155	"5,159.60"	146	1	"8,441.57"	"1,226"	 	
31636	Bronchoscopy bronch stents	J1	5155	"5,159.60"	334	84	"7,831.37"	"1,227"	 	
31661	Bronch thermoplsty 2/> lobes	J1	5155	"5,159.60"	8	6	"7,521.06"	"1,228"	 	
31293	Nsl/sins ndsc med&inf dcmprn	J1	5155	"5,159.60"	10	2	"7,452.93"	"1,229"	 	
31259	Nsl/sins ndsc sphn tiss rmvl	J1	5155	"5,159.60"	"2,588"	41	"6,578.72"	"1,230"	 	
31297	Nsl/sins ndsc surg sphn sins	J1	5155	"5,159.60"	93	7	"6,462.73"	"1,231"	 	
31660	Bronch thermoplsty 1 lobe	J1	5155	"5,159.60"	24	18	"6,106.94"	"1,232"	 	
31276	Nsl/sins ndsc frnt tiss rmvl	J1	5155	"5,159.60"	"3,979"	69	"6,060.57"	"1,233"	 	
31253	Nsl/sins ndsc total	J1	5155	"5,159.60"	"2,262"	26	"5,787.40"	"1,234"	 	
31255	Nsl/sins ndsc w/tot ethmdct	J1	5155	"5,159.60"	"1,825"	41	"5,654.07"	"1,235"	 	
31257	Nsl/sins ndsc tot w/sphendt	J1	5155	"5,159.60"	"1,496"	26	"5,546.07"	"1,236"	 	
31626	Bronchoscopy w/markers	J1	5155	"5,159.60"	"1,793"	104	"5,423.45"	"1,237"	 	
31292	Nsl/sins ndsc med/inf dcmprn	J1	5155	"5,159.60"	19	3	"5,338.91"	"1,238"	 	
31296	Nsl/sins ndsc surg frnt sins	J1	5155	"5,159.60"	484	14	"5,311.06"	"1,239"	 	
31254	Nsl/sins ndsc w/prtl ethmdct	J1	5155	"5,159.60"	"2,975"	51	"5,242.18"	"1,240"	 	
31631	Bronchoscopy dilate w/stent	J1	5155	"5,159.60"	156	50	"5,194.77"	"1,241"	 	
31560	Laryngoscop w/arytenoidectom	J1	5155	"5,159.60"	13	0	"5,159.60"	"1,242"	 	
31294	Nsl/sins ndsc surg on dcmprn	J1	5155	"5,159.60"	3	0	"5,159.60"	"1,243"	 	
31288	Nasal/sinus endoscopy surg	J1	5155	"5,159.60"	813	161	"5,103.15"	"1,244"	 	
31287	Nasal/sinus endoscopy surg	J1	5155	"5,159.60"	"1,186"	59	"4,925.18"	"1,245"	 	
31295	Nsl/sins ndsc surg max sins	J1	5155	"5,159.60"	219	4	"4,812.13"	"1,246"	 	
31267	Endoscopy maxillary sinus	J1	5155	"5,159.60"	"8,689"	733	"4,513.61"	"1,247"	 	
31634	Bronch w/balloon occlusion	J1	5155	"5,159.60"	65	60	"4,425.69"	"1,248"	 	
31561	Larynscop remve cart + scop	J1	5155	"5,159.60"	99	29	"4,381.70"	"1,249"	 	
31546	Remove vc lesion scope/graft	J1	5155	"5,159.60"	9	4	"4,244.78"	"1,250"	 	
31638	Bronchoscopy revise stent	J1	5155	"5,159.60"	110	36	"3,707.04"	"1,251"	 	
0655T	Tprnl focal abltj mal prst8	J1	5375	"5,058.71"	8	8	"11,798.26"	"1,252"	 	
54352	Revj prior hypspad repair	J1	5375	"5,058.71"	3	1	"7,847.23"	"1,253"	 	
50553	Kidney endoscopy	J1	5375	"5,058.71"	21	2	"7,107.91"	"1,254"	 	
55874	Tprnl plmt biodegrdabl matrl	J1	5375	"5,058.71"	"10,081"	"9,247"	"6,866.92"	"1,255"	 	
50551	Kidney endoscopy	J1	5375	"5,058.71"	24	4	"6,754.31"	"1,256"	 	
55875	Transperi needle place pros	J1	5375	"5,058.71"	"3,314"	"2,518"	"6,745.81"	"1,257"	 	
53410	Reconstruction of urethra	J1	5375	"5,058.71"	497	370	"6,723.73"	"1,258"	 	
53442	Remove/revise male sling	J1	5375	"5,058.71"	38	20	"6,696.08"	"1,259"	 	
52649	Prostate laser enucleation	J1	5375	"5,058.71"	"7,718"	"6,557"	"6,691.28"	"1,260"	 	
C9739	Cystoscopy prostatic imp 1-3	J1	5375	"5,058.71"	556	463	"6,508.38"	"1,261"	 	
54111	Treat penis lesion graft	J1	5375	"5,058.71"	19	8	"6,334.48"	"1,262"	 	
53431	Reconstruct urethra/bladder	J1	5375	"5,058.71"	11	3	"6,271.62"	"1,263"	 	
50961	Ureter endoscopy & treatment	J1	5375	"5,058.71"	39	14	"6,267.46"	"1,264"	 	
54348	Rpr hypspad comp dsj & urtp	J1	5375	"5,058.71"	3	2	"6,182.98"	"1,265"	 	
53405	Revise urethra stage 2	J1	5375	"5,058.71"	16	9	"6,165.85"	"1,266"	 	
52305	Cystoscopy and treatment	J1	5375	"5,058.71"	62	13	"6,113.02"	"1,267"	 	
53010	Incision of urethra	J1	5375	"5,058.71"	56	51	"6,098.08"	"1,268"	 	
53215	Removal of urethra	J1	5375	"5,058.71"	61	49	"5,997.52"	"1,269"	 	
50575	Kidney endoscopy	J1	5375	"5,058.71"	22	1	"5,799.22"	"1,270"	 	
52284	Cysto rx balo cath urtl strx	J1	5375	"5,058.71"	0	53	"5,776.43"	"1,271"	 	
0714T	Tpla b9 prst8 hyprplsa<50ml	J1	5375	"5,058.71"	22	15	"5,535.39"	"1,272"	 	
54408	Repair multi-comp penis pros	J1	5375	"5,058.71"	110	91	"5,490.27"	"1,273"	 	
53420	Reconstruct urethra stage 1	J1	5375	"5,058.71"	9	4	"5,483.53"	"1,274"	 	
54660	Revision of testis	J1	5375	"5,058.71"	19	7	"5,389.92"	"1,275"	 	
53430	Reconstruction of urethra	J1	5375	"5,058.71"	82	36	"5,379.44"	"1,276"	 	
50957	Ureter endoscopy & treatment	J1	5375	"5,058.71"	16	3	"5,243.77"	"1,277"	 	
53230	Removal of urethra lesion	J1	5375	"5,058.71"	67	46	"5,222.02"	"1,278"	 	
53235	Removal of urethra lesion	J1	5375	"5,058.71"	13	6	"5,124.19"	"1,279"	 	
52647	Laser surgery of prostate	J1	5375	"5,058.71"	85	57	"5,119.73"	"1,280"	 	
0499T	Cysto f/urtl strix/stenosis	J1	5375	"5,058.71"	0	232	"5,099.37"	"1,281"	YES	
53510	Repair of urethra injury	J1	5375	"5,058.71"	16	12	"5,087.72"	"1,282"	 	
50980	Ureter endoscopy & treatment	J1	5375	"5,058.71"	11	6	"5,079.78"	"1,283"	 	
50974	Ureter endoscopy & biopsy	J1	5375	"5,058.71"	2	0	"5,058.71"	"1,284"	 	
50976	Ureter endoscopy & treatment	J1	5375	"5,058.71"	1	0	"5,058.71"	"1,285"	 	
53515	Repair of urethra injury	J1	5375	"5,058.71"	1	0	"5,058.71"	"1,286"	 	
0867T	Tpla b9 prst8 hyprplsa>=50ml	J1	5375	"5,058.71"	0	0	"5,058.71"	"1,287"	 	
C9747	"Ablation, hifu, prostate"	J1	5375	"5,058.71"	0	0	"5,058.71"	"1,288"	YES	
52356	Cysto/uretero w/lithotripsy	J1	5375	"5,058.71"	"61,185"	"51,361"	"5,043.65"	"1,289"	 	
53400	Revise urethra stage 1	J1	5375	"5,058.71"	106	75	"4,907.93"	"1,290"	 	
52648	Laser surgery of prostate	J1	5375	"5,058.71"	"10,514"	"9,207"	"4,871.10"	"1,291"	 	
52327	Cystoscopy inject material	J1	5375	"5,058.71"	59	38	"4,750.60"	"1,292"	 	
51050	Removal of bladder stone	J1	5375	"5,058.71"	388	153	"4,732.80"	"1,293"	 	
50561	Kidney endoscopy & treatment	J1	5375	"5,058.71"	59	16	"4,672.92"	"1,294"	 	
55180	Revision of scrotum	J1	5375	"5,058.71"	130	14	"4,621.75"	"1,295"	 	
53425	Reconstruct urethra stage 2	J1	5375	"5,058.71"	5	4	"4,606.93"	"1,296"	 	
52601	Prostatectomy (turp)	J1	5375	"5,058.71"	"31,048"	"25,606"	"4,553.80"	"1,297"	 	
53505	Repair of urethra injury	J1	5375	"5,058.71"	16	9	"4,460.53"	"1,298"	 	
52355	Cystouretero w/excise tumor	J1	5375	"5,058.71"	314	48	"4,434.06"	"1,299"	 	
50955	Ureter endoscopy & biopsy	J1	5375	"5,058.71"	24	8	"4,418.10"	"1,300"	 	
52240	Cystoscopy and treatment	J1	5375	"5,058.71"	"11,109"	"8,178"	"4,386.80"	"1,301"	 	
55860	Surgical exposure prostate	J1	5375	"5,058.71"	14	10	"4,327.36"	"1,302"	 	
52630	Remove prostate regrowth	J1	5375	"5,058.71"	"2,124"	"1,628"	"4,248.72"	"1,303"	 	
52353	Cystouretero w/lithotripsy	J1	5375	"5,058.71"	"5,451"	"4,294"	"4,236.12"	"1,304"	 	
54308	Reconstruction of urethra	J1	5375	"5,058.71"	2	1	"4,213.04"	"1,305"	 	
52346	Cystouretero w/renal strict	J1	5375	"5,058.71"	187	9	"4,180.66"	"1,306"	 	
52354	Cystouretero w/biopsy	J1	5375	"5,058.71"	"6,170"	989	"4,160.95"	"1,307"	 	
53520	Repair of urethra defect	J1	5375	"5,058.71"	20	15	"3,817.52"	"1,308"	 	
52325	Cystoscopy stone removal	J1	5375	"5,058.71"	169	37	"3,765.97"	"1,309"	 	
54205	Njx px peyronie ds exps plaq	J1	5375	"5,058.71"	7	1	"2,533.39"	"1,310"	 	
50580	Kidney endoscopy & treatment	J1	5375	"5,058.71"	13	2	960.22	"1,311"	 	
65781	Ocular reconst transplant	J1	5493	"5,021.49"	12	10	"8,599.95"	"1,312"	 	
65285	Repair of eye wound	J1	5493	"5,021.49"	212	179	"6,200.04"	"1,313"	 	
66175	Trluml dil aq o/f can w/st	J1	5493	"5,021.49"	275	33	"6,129.89"	"1,314"	 	
65750	Corneal transplant	J1	5493	"5,021.49"	109	58	"5,402.49"	"1,315"	 	
67113	Repair retinal detach cplx	J1	5493	"5,021.49"	"4,271"	"3,971"	"5,368.50"	"1,316"	 	
66989	Xcpsl ctrc rmvl cplx insj 1+	J1	5493	"5,021.49"	898	722	"5,217.99"	"1,317"	 	
65280	Repair of eye wound	J1	5493	"5,021.49"	65	41	"5,191.01"	"1,318"	 	
0449T	Insj aqueous drain dev 1st	J1	5493	"5,021.49"	303	210	"5,126.68"	"1,319"	 	
0191T	Insert ant segment drain int	J1	5493	"5,021.49"	0	0	"5,021.49"	"1,320"	YES	
66180	Aqueous shunt eye w/graft	J1	5493	"5,021.49"	"2,862"	"2,196"	"4,784.63"	"1,321"	 	
66991	Xcapsl ctrc rmvl insj 1+	J1	5493	"5,021.49"	"5,675"	"4,671"	"4,784.01"	"1,322"	 	
0671T	Insj ant sgm aq drg dev 1+	J1	5493	"5,021.49"	70	21	"4,647.24"	"1,323"	 	
65710	Corneal transplant	J1	5493	"5,021.49"	68	56	"4,445.68"	"1,324"	 	
66179	Aqueous shunt eye w/o graft	J1	5493	"5,021.49"	118	75	"4,284.78"	"1,325"	 	
66225	Repair/graft eye lesion	J1	5493	"5,021.49"	12	4	"3,230.81"	"1,326"	 	
51845	Repair bladder neck	J1	5415	"4,477.46"	6	2	"8,647.83"	"1,327"	 	
58291	Vag hyst incl t/o complex	J1	5415	"4,477.46"	41	14	"8,065.89"	"1,328"	 	
55920	Place needles pelvic for rt	J1	5415	"4,477.46"	388	151	"7,396.41"	"1,329"	 	
58263	Vag hyst w/t/o & vag repair	J1	5415	"4,477.46"	286	49	"6,962.21"	"1,330"	 	
C9778	"Colpopexy, min/inv, ex-perit"	J1	5415	"4,477.46"	6	2	"6,806.97"	"1,331"	 	
57020	Colpocentesis sep px	J1	5415	"4,477.46"	11	1	"6,257.36"	"1,332"	 	
58262	Vag hyst including t/o	J1	5415	"4,477.46"	"2,679"	315	"6,178.16"	"1,333"	 	
57284	Repair paravag defect open	J1	5415	"4,477.46"	12	1	"5,999.71"	"1,334"	 	
58350	Reopen fallopian tube	J1	5415	"4,477.46"	34	2	"5,969.51"	"1,335"	 	
57320	Repair bladder-vagina lesion	J1	5415	"4,477.46"	38	13	"5,946.34"	"1,336"	 	
57220	Revision of urethra	J1	5415	"4,477.46"	93	5	"5,939.95"	"1,337"	 	
58270	Vag hyst w/enterocele repair	J1	5415	"4,477.46"	194	45	"5,880.09"	"1,338"	 	
58925	Removal of ovarian cyst(s)	J1	5415	"4,477.46"	11	6	"5,477.13"	"1,339"	 	
58260	Vaginal hysterectomy	J1	5415	"4,477.46"	"2,073"	237	"5,385.11"	"1,340"	 	
57530	Removal of cervix	J1	5415	"4,477.46"	102	22	"4,827.58"	"1,341"	 	
57288	Repair bladder defect	J1	5415	"4,477.46"	"14,785"	"3,884"	"4,748.49"	"1,342"	 	
58346	Insert heyman uteri capsule	J1	5415	"4,477.46"	32	3	"4,722.57"	"1,343"	 	
57265	Cmbn ap colprhy w/ntrcl rpr	J1	5415	"4,477.46"	"2,781"	397	"4,679.03"	"1,344"	 	
57260	Cmbn ant pst colprhy	J1	5415	"4,477.46"	"7,495"	"1,390"	"4,614.77"	"1,345"	 	
58559	Hysteroscopy lysis	J1	5415	"4,477.46"	49	14	"4,602.72"	"1,346"	 	
58294	Vag hyst w/enterocele compl	J1	5415	"4,477.46"	5	0	"4,477.46"	"1,347"	 	
57556	Remove cervix repair bowel	J1	5415	"4,477.46"	4	0	"4,477.46"	"1,348"	 	
57292	Construct vagina with graft	J1	5415	"4,477.46"	1	0	"4,477.46"	"1,349"	 	
58565	Hysteroscopy sterilization	J1	5415	"4,477.46"	0	0	"4,477.46"	"1,350"	 	
59100	Remove uterus lesion	J1	5415	"4,477.46"	0	0	"4,477.46"	"1,351"	 	
58561	Hysteroscopy remove myoma	J1	5415	"4,477.46"	"1,249"	"1,164"	"4,417.71"	"1,352"	 	
57120	Colpocleisis le fort type	J1	5415	"4,477.46"	"3,400"	"1,055"	"4,384.67"	"1,353"	 	
58563	Hysteroscopy ablation	J1	5415	"4,477.46"	"1,122"	959	"4,375.99"	"1,354"	 	
55970	Sex transformation m to f	J1	5415	"4,477.46"	6	5	"4,348.65"	"1,355"	 	
58353	Endometr ablate thermal	J1	5415	"4,477.46"	35	29	"4,207.58"	"1,356"	 	
57268	Repair of bowel bulge	J1	5415	"4,477.46"	250	55	"4,092.05"	"1,357"	 	
57155	Insert uteri tandem/ovoids	J1	5415	"4,477.46"	"1,611"	"1,080"	"3,984.80"	"1,358"	 	
57240	Anterior colporrhaphy	J1	5415	"4,477.46"	"5,073"	"1,445"	"3,944.09"	"1,359"	 	
57250	Repair rectum & vagina	J1	5415	"4,477.46"	"6,402"	"1,317"	"3,904.34"	"1,360"	 	
57291	Construction of vagina	J1	5415	"4,477.46"	4	2	"3,823.69"	"1,361"	 	
57555	Remove cervix/repair vagina	J1	5415	"4,477.46"	20	5	"3,751.53"	"1,362"	 	
58356	Endometrial cryoablation	J1	5415	"4,477.46"	3	3	"3,622.13"	"1,363"	 	
58560	Hysteroscopy resect septum	J1	5415	"4,477.46"	14	4	"3,042.01"	"1,364"	 	
57335	Repair vagina	J1	5415	"4,477.46"	3	2	"2,592.87"	"1,365"	 	
57550	Removal of residual cervix	J1	5415	"4,477.46"	14	1	"1,879.27"	"1,366"	 	
66155	Glaucoma surgery	J1	5492	"3,994.82"	5	1	"7,351.91"	"1,367"	 	
65730	Corneal transplant	J1	5492	"3,994.82"	761	580	"4,793.87"	"1,368"	 	
67043	Vit for membrane dissect	J1	5492	"3,994.82"	136	107	"4,632.60"	"1,369"	 	
67108	Repair detached retina	J1	5492	"3,994.82"	"7,651"	"7,320"	"4,622.49"	"1,370"	 	
65755	Corneal transplant	J1	5492	"3,994.82"	509	374	"4,591.39"	"1,371"	 	
66183	Insert ant drainage device	J1	5492	"3,994.82"	"1,477"	932	"4,553.71"	"1,372"	 	
67107	Repair detached retina	J1	5492	"3,994.82"	172	155	"4,310.90"	"1,373"	 	
66174	Trluml dil aq o/f can w/o st	J1	5492	"3,994.82"	"2,771"	321	"4,173.76"	"1,374"	 	
0621T	Trabeculostomy interno laser	J1	5492	"3,994.82"	6	0	"3,994.82"	"1,375"	 	
67115	Release encircling material	J1	5492	"3,994.82"	1	0	"3,994.82"	"1,376"	 	
0253T	Insert aqueous drain device	J1	5492	"3,994.82"	0	0	"3,994.82"	"1,377"	 	
0660T	Implt ant sgm io nbio rx sys	J1	5492	"3,994.82"	0	0	"3,994.82"	"1,378"	 	
0661T	Rmvl&rimpltj ant sgm implt	J1	5492	"3,994.82"	0	0	"3,994.82"	"1,379"	 	
66150	Glaucoma surgery	J1	5492	"3,994.82"	0	0	"3,994.82"	"1,380"	 	
67042	Vit for macular hole	J1	5492	"3,994.82"	"8,899"	"8,080"	"3,973.44"	"1,381"	 	
66930	Extraction of lens	J1	5492	"3,994.82"	86	19	"3,945.99"	"1,382"	 	
65756	Corneal trnspl endothelial	J1	5492	"3,994.82"	"3,979"	"2,900"	"3,916.96"	"1,383"	 	
66852	Removal of lens material	J1	5492	"3,994.82"	635	391	"3,874.52"	"1,384"	 	
67039	Laser treatment of retina	J1	5492	"3,994.82"	"1,926"	"1,393"	"3,864.58"	"1,385"	 	
67040	Laser treatment of retina	J1	5492	"3,994.82"	"2,635"	"2,144"	"3,767.53"	"1,386"	 	
67041	Vit for macular pucker	J1	5492	"3,994.82"	"2,977"	"2,488"	"3,600.17"	"1,387"	 	
65880	Incise inner eye adhesions	J1	5492	"3,994.82"	4	1	"3,446.41"	"1,388"	 	
67255	Reinforce/graft eye wall	J1	5492	"3,994.82"	134	34	"3,437.49"	"1,389"	 	
67036	Removal of inner eye fluid	J1	5492	"3,994.82"	"6,669"	"3,944"	"3,400.27"	"1,390"	 	
65785	Impltj ntrstrml crnl rng seg	J1	5492	"3,994.82"	8	4	"3,276.14"	"1,391"	 	
66600	Remove iris and lesion	J1	5492	"3,994.82"	31	10	"2,841.85"	"1,392"	 	
65820	Goniotomy	J1	5492	"3,994.82"	"4,828"	211	"2,813.90"	"1,393"	 	
66988	Xcapsl ctrc rmvl w/ecp	J1	5492	"3,994.82"	314	201	"2,486.50"	"1,394"	 	
66987	Xcapsl ctrc rmvl cplx w/ecp	J1	5492	"3,994.82"	100	69	"2,427.47"	"1,395"	 	
19105	Cryosurg ablate fa each	J1	5091	"3,801.62"	4	4	"8,025.59"	"1,396"	 	
38308	Incision of lymph channels	J1	5091	"3,801.62"	40	13	"5,925.27"	"1,397"	 	
19370	Revj peri-implt capsule brst	J1	5091	"3,801.62"	"1,558"	138	"4,704.86"	"1,398"	 	
38525	Biopsy/removal lymph nodes	J1	5091	"3,801.62"	"39,566"	"3,660"	"4,572.91"	"1,399"	 	
38510	Biopsy/removal lymph nodes	J1	5091	"3,801.62"	"4,557"	"2,424"	"4,461.96"	"1,400"	 	
0581T	Abltj mal brst tum perq crtx	J1	5091	"3,801.62"	23	15	"4,313.40"	"1,401"	 	
19371	Peri-implt capslc brst compl	J1	5091	"3,801.62"	"2,545"	361	"4,310.45"	"1,402"	 	
